买方客户,得分
999800024136SR,42
999800045126SR,42
999800004446SR,48
999800040296SR,36
999800048450CF,52.2
999800011549CF,40.2
999800035276CF,31.8
999800022240SR,60
999800040966SR,42
999800044556SR,60
999800045364SR,42
999800024321SR,60
999800040698CF,55.8
999800007477SR,54
999800007872SR,60
999800031107CF,31.8
999800007084CF,31.8
999800038396SR,60
999800036689SR,60
999800003872SR,60
999800046141SR,54
999800048601SR,60
999800005720CF,55.8
999800046012SR,36
999800013002SR,36
999800002028CF,40.2
999800042283CF,48
999800007989SR,60
999800011950SR,60
999800035247SR,36
999800030558CF,55.8
999800036918SR,30
999800033882SR,42
999800001934SR,18
999800002909SR,36
999800026110SR,48
999800008790SR,42
999800041871SR,60
999800008106SR,42
999800014934SR,42
999800019805SR,24
999800000677SR,60
999800046381SR,60
999800040531SR,36
999800015988SR,36
999800008836SR,60
999800045316SR,42
999800018098SR,60
999800007230SR,42
999800034216CF,55.8
999800030416SR,60
999800015753CF,52.2
999800010131CF,31.8
999800013242SR,36
999800007772CF,36
999800022083SR,60
999800017690SR,42
999800042934CF,28.2
999800005843SR,60
999800026510SR,42
999800045006SR,54
999800042754SR,60
999800002857SR,24
999800001083CF,55.8
999800009111SR,60
999800040730CF,55.8
999800039541SR,36
999800018391CF,55.8
999800043487SR,42
999800028544SR,42
999800001995SR,48
999800018121SR,24
999800040840SR,60
999800029777SR,60
999800002073SR,36
999800012869SR,60
999800000444SR,42
999800011999SR,42
999800044722SR,60
999800011203SR,36
999800014496SR,36
999800000500SR,60
999800030554SR,54
999800015731CF,55.8
999800041145SR,60
999800045406SR,60
999800027927SR,60
999800003888CF,52.2
999800035190SR,42
999800014427CF,36
999800047187CF,55.8
999800047489SR,42
999800033137SR,24
999800036765SR,60
999800000554SR,60
999800034181SR,36
999800048017SR,48
999800012721SR,60
999800011305SR,42
999800020708SR,36
999800010123SR,24
999800015215SR,54
999800033695SR,24
999800023578SR,48
999800038093SR,24
999800040717CF,43.8
999800005414SR,54
999800023040SR,60
999800038923SR,24
999800045111SR,42
999800042759CF,55.8
999800028351CF,55.8
999800041896SR,60
999800017348SR,24
999800046500SR,36
999800036021SR,24
999800014475CF,31.8
999800023613SR,60
999800043708SR,54
999800021393SR,24
999800023662CF,31.8
999800040715SR,60
999800045496SR,42
999800036811SR,42
999800043669SR,24
999800045447SR,60
999800047659SR,36
999800026592CF,31.8
999800030450SR,60
999800027688CF,31.8
999800039623SR,42
999800009146SR,18
999800046885SR,60
999800026054SR,60
999800007989CF,40.2
999800047697SR,42
999800040789SR,54
999800009702SR,60
999800017919CF,31.8
999800022751CF,40.2
999800000028SR,54
999800037059CF,55.8
999800019193SR,60
999800003550SR,60
999800039702SR,36
999800041549SR,54
999800010898CF,55.8
999800003316SR,42
999800041723SR,24
999800007439SR,36
999800014397SR,36
999800039794SR,60
999800030315SR,24
999800037460SR,48
999800003746SR,42
999800026288SR,42
999800028471SR,60
999800015489SR,60
999800036480SR,24
999800017798SR,24
999800014647SR,24
999800044063SR,36
999800021282SR,42
999800042252SR,48
999800023527CF,60
999800039137SR,36
999800029838SR,60
999800042365CF,39.6
999800012866SR,42
999800009491CF,40.2
999800014828SR,60
999800013061CF,36
999800025283SR,60
999800000313SR,24
999800023080CF,19.8
999800025048SR,54
999800002282CF,19.8
999800006193SR,24
999800040454SR,36
999800013253SR,60
999800027492SR,60
999800021300CF,55.8
999800016643SR,24
999800002316CF,52.2
999800016388SR,54
999800028675CF,55.8
999800003199SR,36
999800022585SR,60
999800034101SR,60
999800039851CF,36
999800041181SR,24
999800031752SR,60
999800016844SR,60
999800031674SR,60
999800009183SR,54
999800009137SR,24
999800022562SR,24
999800009550SR,42
999800016159SR,60
999800008765SR,60
999800048460SR,24
999800023947SR,60
999800028769CF,39.6
999800042087SR,60
999800036089SR,54
999800013755CF,39.6
999800011529SR,60
999800030277SR,60
999800035482CF,36
999800040343CF,55.8
999800038845CF,55.8
999800002779SR,24
999800011943SR,60
999800020064SR,42
999800032111CF,39.6
999800035367SR,36
999800015684SR,54
999800027135SR,54
999800035936SR,54
999800003994SR,42
999800044184CF,55.8
999800035565SR,42
999800023320SR,42
999800033299SR,60
999800029220SR,60
999800008919SR,60
999800032364SR,48
999800029591SR,36
999800032228CF,43.8
999800028687CF,48
999800005422SR,60
999800046932SR,36
999800043792SR,42
999800002505SR,18
999800013287SR,60
999800030426SR,54
999800019710SR,60
999800030404SR,42
999800001426SR,42
999800041334SR,42
999800020117SR,60
999800036572SR,42
999800024201SR,60
999800016302CF,55.8
999800025429CF,60
999800041595SR,42
999800022349SR,54
999800024066SR,60
999800033627SR,48
999800046194SR,60
999800012927SR,42
999800008338SR,60
999800014876SR,36
999800019410CF,55.8
999800040992SR,42
999800040696SR,42
999800038361SR,60
999800011175SR,18
999800007931CF,55.8
999800011576SR,60
999800000232SR,54
999800016850CF,55.8
999800044751SR,60
999800016412SR,42
999800016665SR,42
999800044755CF,39.6
999800045840SR,60
999800024315SR,36
999800048378SR,60
999800049561SR,0
999800034286CF,39.6
999800047637SR,36
999800005562SR,60
999800027220SR,60
999800022061CF,55.8
999800038683SR,24
999800027655SR,42
999800026881SR,60
999800048706SR,60
999800034439SR,42
999800007370SR,60
999800009710CF,55.8
999800008499CF,48
999800014863SR,42
999800022012CF,48
999800021405CF,55.8
999800016756SR,60
999800046846CF,60
999800000667SR,60
999800033423SR,42
999800009465SR,30
999800006883SR,60
999800022477SR,57.4286
999800012965SR,36
999800019554SR,42
999800038415SR,24
999800014792SR,60
999800029113CF,60
999800004074SR,36
999800012994CF,52.2
999800007141CF,55.8
999800019942SR,60
999800008268CF,55.8
999800038879SR,60
999800047106CF,55.8
999800012919CF,55.8
999800003544SR,54
999800008940SR,42
999800015100CF,55.8
999800036383SR,60
999800020312CF,55.8
999800001972CF,55.8
999800039080SR,60
999800036498CF,55.8
999800007032SR,24
999800013642CF,31.8
999800018966SR,60
999800002577CF,55.8
999800031749CF,55.8
999800011706CF,60
999800045309SR,24
999800033220CF,55.8
999800037559CF,55.8
999800024887SR,60
999800037049CF,55.8
999800011137SR,54
999800046102CF,43.8
999800005858CF,55.8
999800037552SR,42
999800022532SR,60
999800013796SR,60
999800043952SR,60
999800011110CF,43.8
999800026616CF,60
999800015870SR,60
999800034084SR,48
999800014877SR,60
999800012797CF,52.2
999800046898SR,42
999800017156SR,36
999800045096CF,55.8
999800049533SR,0
999800028895SR,42
999800011408SR,60
999800007536SR,60
999800020224CF,43.8
999800035148SR,54
999800023391SR,42
999800012397SR,24
999800048524SR,42
999800003738SR,60
999800017434SR,42
999800008778CF,43.8
999800045066SR,54
999800044253SR,42
999800041531CF,55.8
999800000652CF,48
999800038195SR,60
999800019573CF,52.2
999800000353CF,31.8
999800035707SR,42
999800032043SR,60
999800005046SR,42
999800023071SR,24
999800041912CF,36
999800024291SR,60
999800038404SR,60
999800007146SR,42
999800012390SR,60
999800008345SR,60
999800032692SR,24
999800015010SR,60
999800034460SR,24
999800027042SR,60
999800042142SR,42
999800019167SR,30
999800018718SR,54
999800018906SR,42
999800030686CF,36
999800014832CF,55.8
999800016305SR,42
999800005660SR,60
999800042676CF,40.2
999800031685SR,60
999800010667CF,27.6
999800014098SR,24
999800038896SR,36
999800022595SR,36
999800030625SR,42
999800043557SR,60
999800023258CF,55.8
999800036972SR,42
999800018122SR,42
999800048936CF,19.8
999800043945SR,42
999800022364CF,55.8
999800018844SR,30
999800024275SR,60
999800017044SR,42
999800040471SR,60
999800044741SR,60
999800010657SR,60
999800009416SR,24
999800037677SR,60
999800022370SR,60
999800022481CF,43.8
999800015297CF,55.8
999800021326CF,48
999800006408CF,48
999800004408CF,55.8
999800046126SR,48
999800047785CF,40.2
999800006779CF,43.8
999800023735SR,36
999800038795CF,55.8
999800035180CF,40.2
999800005964CF,48
999800029523CF,55.8
999800009187SR,60
999800020288CF,55.8
999800006032SR,36
999800000474CF,43.8
999800015743SR,42
999800045729CF,55.8
999800042887SR,60
999800011835CF,43.8
999800029268SR,42
999800026993SR,42
999800001354CF,52.2
999800046673SR,36
999800029843SR,54
999800002437SR,36
999800031347CF,31.8
999800012440CF,55.8
999800002629SR,60
999800041785CF,55.8
999800043265SR,36
999800029457SR,54
999800046543CF,48
999800035023CF,31.8
999800046960SR,48
999800041798SR,60
999800005353SR,60
999800043399SR,54
999800018881SR,54
999800035788SR,60
999800009558SR,36
999800038814CF,55.8
999800016919CF,55.8
999800011658SR,60
999800023653CF,19.8
999800004794CF,55.8
999800026855SR,54
999800011951SR,60
999800018822CF,19.8
999800014807SR,24
999800040981SR,60
999800028919CF,43.8
999800014481SR,54
999800035446CF,55.8
999800042874CF,55.8
999800046097CF,43.8
999800032730SR,60
999800031745CF,55.8
999800007093SR,42
999800027776SR,24
999800000480CF,48
999800020382SR,60
999800046468SR,60
999800040483SR,60
999800029356SR,42
999800049444SR,0
999800041707CF,39.6
999800005828SR,60
999800042398SR,54
999800007417SR,42
999800032453SR,60
999800022888SR,42
999800001683CF,36
999800044640SR,60
999800032003CF,55.8
999800035033CF,55.8
999800039723SR,36
999800014776SR,60
999800032687SR,36
999800037613SR,42
999800038958SR,42
999800026404SR,60
999800048383SR,60
999800005637CF,55.8
999800018777SR,30
999800021712CF,55.8
999800010930SR,42
999800037618SR,30
999800035347CF,55.8
999800018770SR,42
999800020494SR,24
999800040255CF,19.8
999800021122SR,60
999800034472SR,36
999800035907CF,55.8
999800022977CF,36
999800031472SR,36
999800039988SR,48
999800036428CF,55.8
999800022974SR,60
999800029589SR,42
999800017388SR,42
999800028838SR,60
999800036116CF,55.8
999800002906SR,36
999800036919SR,42
999800019898CF,36
999800022672SR,60
999800014952CF,43.8
999800008538SR,54
999800017876SR,24
999800035994SR,36
999800024746SR,60
999800040036CF,48
999800024619CF,48
999800024355CF,55.8
999800038895CF,55.8
999800027154CF,55.8
999800000366SR,60
999800006796CF,55.8
999800041374CF,39.6
999800033127CF,48
999800026774CF,36
999800040527CF,55.8
999800025819SR,60
999800011560CF,55.8
999800002594CF,36
999800018746SR,60
999800018799SR,54
999800046749CF,55.8
999800035644SR,24
999800022198CF,55.8
999800041676SR,60
999800004513CF,36
999800001041CF,31.8
999800033713SR,42
999800037871CF,55.8
999800039601SR,36
999800024250CF,55.8
999800006533SR,42
999800048111SR,42
999800007053SR,60
999800001082SR,60
999800043795SR,24
999800036149CF,55.8
999800043853SR,60
999800037970SR,24
999800024447SR,30
999800005437SR,60
999800004968SR,60
999800013062CF,40.2
999800024628CF,43.8
999800007445SR,60
999800024568SR,24
999800020367SR,60
999800000182CF,55.8
999800015000SR,42
999800005874CF,55.8
999800036016SR,18
999800018439SR,60
999800045586CF,39.6
999800027651SR,54
999800047869CF,48
999800039382CF,55.8
999800031793SR,60
999800032758SR,60
999800035909CF,39.6
999800047621SR,60
999800044753CF,12
999800008908SR,42
999800002703CF,48
999800020666SR,42
999800036209CF,55.8
999800038421SR,60
999800003823SR,60
999800013653SR,42
999800024762CF,48
999800028973SR,60
999800035094SR,42
999800026564CF,55.8
999800031741SR,42
999800039434SR,60
999800000725SR,54
999800005066SR,54
999800042644SR,54
999800016129SR,42
999800001400CF,39.6
999800022847CF,36
999800032161SR,60
999800020344SR,36
999800009156SR,42
999800025309CF,19.8
999800015457SR,36
999800010976SR,36
999800034269SR,60
999800049086CF,55.8
999800038331CF,48
999800032819SR,24
999800040426SR,36
999800037817SR,54
999800045029SR,60
999800032055SR,54
999800015053SR,60
999800025731SR,60
999800032565SR,60
999800046787CF,36
999800004148SR,42
999800017949SR,60
999800036235SR,42
999800023778SR,60
999800021728SR,54
999800008011SR,54
999800024443SR,60
999800029042CF,52.2
999800010572CF,48
999800008426SR,54
999800001330SR,42
999800017550SR,48
999800042839CF,43.8
999800014278SR,24
999800029101CF,19.8
999800042361CF,52.2
999800042061SR,54
999800011464SR,60
999800048221CF,55.8
999800015760SR,30
999800044114SR,54
999800038578CF,36
999800008069SR,42
999800034677CF,55.8
999800019176SR,24
999800004462SR,24
999800012890SR,60
999800005856SR,60
999800027650SR,36
999800007649CF,43.8
999800032996SR,60
999800028983SR,60
999800024696SR,36
999800021658SR,60
999800031762CF,39.6
999800004014SR,60
999800040009SR,42
999800030372SR,42
999800003943SR,54
999800028691SR,54
999800022535CF,39.6
999800040868SR,36
999800012969CF,31.8
999800013650SR,42
999800033621CF,24
999800048662CF,48
999800041261SR,18
999800034739SR,60
999800001654SR,60
999800042697SR,60
999800017291SR,48
999800005631SR,60
999800000345SR,54
999800038234CF,39.6
999800046589CF,40.2
999800042212SR,48
999800023037SR,60
999800024677SR,36
999800028918SR,60
999800026791SR,24
999800019249SR,24
999800041584SR,24
999800008548SR,36
999800016827SR,54
999800001490CF,43.8
999800019639SR,48
999800041616SR,36
999800022608SR,60
999800020021SR,24
999800029854CF,36
999800023755CF,48
999800048596SR,54
999800016905SR,36
999800036805SR,60
999800028051SR,42
999800004517SR,60
999800045268SR,60
999800005715SR,42
999800026472CF,55.8
999800036278CF,48
999800004523CF,48
999800006038CF,36
999800046725SR,36
999800006811SR,36
999800021517SR,36
999800022165SR,42
999800015266CF,48
999800017217SR,42
999800045728SR,54
999800024425CF,55.8
999800037830CF,48
999800002465CF,52.2
999800007334SR,60
999800002770SR,24
999800049011SR,0
999800007791CF,43.8
999800036309SR,48
999800042431CF,52.2
999800004582CF,48
999800010920SR,48
999800019904SR,60
999800025060SR,54
999800046614SR,42
999800016055SR,60
999800020503SR,54
999800044949SR,24
999800039977SR,60
999800018607CF,19.8
999800037390SR,42
999800009901SR,60
999800007141SR,42
999800004764SR,54.2069
999800011674SR,60
999800017077SR,60
999800031568CF,43.8
999800040830CF,60
999800020569SR,60
999800043667SR,24
999800038247CF,36
999800029022SR,48
999800039795SR,42
999800003768CF,55.8
999800011480SR,54
999800004346SR,54
999800002013CF,19.8
999800025187SR,60
999800024319SR,60
999800002714SR,36
999800017634CF,55.8
999800035878SR,36
999800007364SR,60
999800026608SR,24
999800006052CF,31.8
999800020403SR,24
999800032599SR,36
999800006445SR,54
999800029349SR,42
999800027857SR,60
999800001422CF,36
999800012878CF,40.2
999800005166SR,60
999800020997CF,39.6
999800002017CF,55.8
999800004851CF,55.8
999800044821SR,36
999800012743CF,48
999800010537SR,42
999800043263SR,60
999800033714SR,60
999800027938SR,60
999800027537SR,24
999800004547CF,19.8
999800023806SR,42
999800023694SR,36
999800046539SR,60
999800008033SR,24
999800033496CF,39.6
999800004487SR,24
999800038217SR,60
999800028071CF,36
999800006012SR,60
999800012672SR,60
999800036544SR,42
999800036961SR,54
999800000493SR,0
999800019756SR,48
999800035537CF,31.8
999800043916SR,42
999800029032CF,31.8
999800042861CF,55.8
999800039996SR,54
999800010861CF,39.6
999800013812SR,24
999800008670CF,55.8
999800046724SR,36
999800048545SR,60
999800043719SR,60
999800011199CF,36
999800026027SR,24
999800046880SR,60
999800016213SR,60
999800003312SR,60
999800032894SR,60
999800043759SR,36
999800004490SR,60
999800043645SR,60
999800042191SR,24
999800014757SR,42
999800036789SR,60
999800017176CF,52.2
999800001880SR,54
999800037436SR,54
999800026233SR,54
999800020319CF,36
999800008303SR,42
999800016811CF,55.8
999800044370SR,60
999800007829SR,36
999800045507CF,36
999800027149CF,39.6
999800027674SR,0
999800027886CF,43.8
999800032878SR,42
999800015106SR,60
999800006328SR,60
999800045425SR,60
999800025417SR,24
999800007809SR,48
999800036729SR,60
999800010009SR,60
999800023994SR,42
999800032389CF,19.8
999800015501CF,55.8
999800009310SR,60
999800046370SR,42
999800024722CF,55.8
999800011598SR,48
999800005357SR,36
999800032075SR,42
999800013886SR,42
999800016116SR,60
999800007597CF,43.8
999800045338SR,42
999800021489SR,36
999800016288SR,54
999800002994CF,55.8
999800023649SR,54
999800016543CF,36
999800046129SR,18
999800024118CF,36
999800027034CF,36
999800024724SR,24
999800043472CF,36
999800021993SR,24
999800035899SR,42
999800048317CF,39.6
999800000838SR,60
999800013525CF,43.8
999800041071CF,52.2
999800020003SR,60
999800042635SR,54
999800044070SR,60
999800010049SR,36
999800046874SR,60
999800039560SR,60
999800009408SR,60
999800009962SR,60
999800016102SR,60
999800034801SR,60
999800023348CF,31.8
999800038690SR,42
999800017405SR,60
999800014016SR,60
999800045412SR,36
999800011476SR,60
999800042958CF,31.8
999800030142SR,60
999800010750SR,36
999800031154SR,60
999800000544CF,55.8
999800011328SR,24
999800021669SR,42
999800030720SR,54
999800006509SR,36
999800001207SR,42
999800034578CF,52.2
999800028787SR,42
999800026812SR,60
999800022552CF,55.8
999800014405SR,54
999800005090SR,42
999800000994CF,55.8
999800001634CF,60
999800024345SR,54
999800047938CF,31.8
999800000818CF,31.8
999800043154SR,36
999800015452CF,36
999800001647CF,31.8
999800009928SR,60
999800008705CF,31.8
999800047699SR,36
999800046079CF,19.8
999800027572SR,36
999800029631CF,31.8
999800009867SR,60
999800007837CF,48
999800021974CF,31.8
999800011464CF,31.8
999800015717SR,60
999800003467SR,54
999800047055SR,42
999800006999CF,27.6
999800031409SR,54
999800019419SR,54
999800011196CF,43.8
999800018271CF,55.8
999800046721SR,60
999800031298SR,54
999800026990SR,42
999800041728SR,36
999800010290SR,24
999800028428SR,42
999800016139CF,36
999800041517SR,60
999800013992CF,60
999800014745SR,42
999800047487CF,48
999800027998SR,42
999800038531SR,42
999800031600SR,60
999800015400SR,60
999800042037SR,60
999800011109CF,43.8
999800042735CF,52.2
999800045057SR,60
999800002482SR,24
999800014017SR,42
999800007221SR,60
999800004854SR,42
999800036778SR,60
999800005966CF,16.2
999800044477SR,54
999800024465SR,60
999800007762SR,60
999800034873SR,36
999800016487CF,36
999800044203CF,36
999800010834SR,36
999800041565SR,60
999800044943SR,54
999800035491CF,48
999800021674CF,19.8
999800006624SR,24
999800013736SR,60
999800034600CF,55.8
999800034459SR,60
999800034991SR,60
999800021965SR,36
999800006753SR,42
